genres,id,original_title,release_date
"[{""id"": 27, ""name"": ""Horror""}]",396152,Restoration,3/05/2016
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",10017,The Wraith,21/11/1986
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",11468,Salton Sea,1/01/2002
"[{""id"": 10402, ""name"": ""Music""}]",193613,Metallica: Through the Never,25/09/2013
"[{""id"": 18, ""name"": ""Drama""}]",17436,The Informers,5/11/2008
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""History""}]",43434,Carlos,19/05/2010
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",31166,I Come with the Rain,14/05/2009
"[{""id"": 37, ""name"": ""Western""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",69848,One Man's Hero,2/08/1999
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",8408,Day of the Dead,19/07/1985
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",332411,I Am Wrath,14/04/2016
"[{""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}]",9389,Renaissance,16/03/2006
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",9626,Red Sonja,9/04/1985
"[{""id"": 53, ""name"": ""Thriller""}]",75638,Red Lights,2/03/2012
"[{""id"": 35, ""name"": ""Comedy""}]",8363,Superbad,17/08/2007
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",15670,Madea Goes to Jail,16/02/2009
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",290555,Wolves,28/08/2014
"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8328,Step Up 2: The Streets,14/02/2008
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",10982,Hoodwinked!,16/12/2005
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",205,Hotel Rwanda,11/09/2004
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1620,Hitman,21/11/2007
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",175541,Black Nativity,27/11/2013
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",241254,The Prince,22/08/2014
"[{""id"": 53, ""name"": ""Thriller""}]",31932,City of Ghosts,1/01/2002
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1933,The Others,2/08/2001
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",679,Aliens,18/07/1986
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",11113,My Fair Lady,21/10/1964
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",3597,I Know What You Did Last Summer,17/10/1997
"[{""id"": 35, ""name"": ""Comedy""}]",193893,Let's Be Cops,13/08/2014
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9675,Sideways,22/10/2004
"[{""id"": 35, ""name"": ""Comedy""}]",9988,Beerfest,25/08/2006
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",948,Halloween,25/10/1978
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",21765,Good Boy!,10/10/2003
"[{""id"": 35, ""name"": ""Comedy""}]",146304,The Best Man Holiday,15/11/2013
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",7516,Smokin' Aces,9/12/2006
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 80, ""name"": ""Crime""}]",41439,Saw 3D,21/10/2010
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2752,40 Days and 40 Nights,1/03/2002
"[{""id"": 35, ""name"": ""Comedy""}]",9429,A Night at the Roxbury,1/10/1998
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",38117,Beastly,21/01/2011
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9792,The Hills Have Eyes,10/03/2006
"[{""id"": 35, ""name"": ""Comedy""}]",13778,Dickie Roberts: Former Child Star,5/09/2003
"[{""id"": 18, ""name"": ""Drama""}]",228203,"McFarland, USA",20/02/2015
"[{""id"": 35, ""name"": ""Comedy""}]",41382,Lottery Ticket,20/08/2010
"[{""id"": 18, ""name"": ""Drama""}]",13960,ATL,31/03/2006
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",114150,Pitch Perfect,28/09/2012
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",26602,Summer Catch,22/08/2001
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",10223,A Simple Plan,11/12/1998
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",16028,They,1/11/2002
"[{""id"": 35, ""name"": ""Comedy""}]",15639,Larry the Cable Guy: Health Inspector,24/03/2006
"[{""id"": 10751, ""name"": ""Family""}]",16112,The Adventures of Elmo in Grouchland,1/10/1999
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",26390,Brooklyn's Finest,16/01/2009
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",27759,55 Days at Peking,6/05/1963
"[{""id"": 27, ""name"": ""Horror""}]",109428,Evil Dead,5/04/2013
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",23049,My Life in Ruins,6/02/2009
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",9310,American Dreamz,4/03/2006
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",11411,Superman IV: The Quest for Peace,23/07/1987
"[{""id"": 18, ""name"": ""Drama""}]",16988,How She Move,25/01/2008
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",7304,Running Scared,6/01/2006
"[{""id"": 18, ""name"": ""Drama""}]",24747,Bobby Jones: Stroke of Genius,30/04/2004
"[{""id"": 12, ""name"": ""Adventure""}]",58048,Shanghai Surprise,29/08/1986
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",1491,The Illusionist,18/08/2006
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",2989,Roar,12/11/1981
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",10629,Veronica Guerin,11/07/2003
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",255343,Escobar: Paradise Lost,11/10/2014
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",4723,Southland Tales,15/05/2006
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",10800,Chasseurs de dragons,19/03/2008
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",25763,Damnation Alley,10/09/1977
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",79694,The Apparition,23/08/2012
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",4032,My Girl,27/11/1991
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",18615,Fur: An Imaginary Portrait of Diane Arbus,30/08/2006
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",10673,Wall Street,10/12/1987
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4584,Sense and Sensibility,13/12/1995
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2977,Becoming Jane,2/03/2007
"[{""id"": 35, ""name"": ""Comedy""}]",10760,Sydney White,21/09/2007
"[{""id"": 18, ""name"": ""Drama""}]",11093,House of Sand and Fog,19/12/2003
"[{""id"": 18, ""name"": ""Drama""}]",207,Dead Poets Society,2/06/1989
"[{""id"": 35, ""name"": ""Comedy""}]",8467,Dumb and Dumber,16/12/1994
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",639,When Harry Met Sally...,21/07/1989
"[{""id"": 18, ""name"": ""Drama""}]",24226,The Verdict,8/12/1982
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",9285,Road Trip,19/05/2000
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",14709,Varsity Blues,15/01/1999
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",74643,The Artist,15/05/2011
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",13788,The Unborn,9/01/2009
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",83666,Moonrise Kingdom,16/05/2012
"[{""id"": 27, ""name"": ""Horror""}]",10781,The Texas Chainsaw Massacre: The Beginning,6/10/2006
"[{""id"": 18, ""name"": ""Drama""}]",318850,The Young Messiah,10/03/2016
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",13908,The Master of Disguise,2/08/2002
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",1417,El laberinto del fauno,27/05/2006
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",39180,See Spot Run,2/03/2001
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",16161,Baby Boy,27/06/2001
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",49950,The Roommate,4/02/2011
"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",10956,Joe Dirt,10/04/2001
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",9594,Double Impact,10/08/1991
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",4638,Hot Fuzz,14/02/2007
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",13972,The Women,12/09/2008
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",5038,Vicky Cristina Barcelona,15/08/2008
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",13491,Arn: Tempelriddaren,17/12/2007
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10571,Boys and Girls,16/06/2000
"[{""id"": 18, ""name"": ""Drama""}]",10994,White Oleander,11/10/2002
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",19994,Jennifer's Body,18/09/2009
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",25166,Drowning Mona,3/03/2000
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",30890,Radio Days,30/01/1987
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",23169,Remember Me,12/03/2010
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",17403,How to Deal,18/07/2003
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",12120,My Stepmother is an Alien,9/12/1988
"[{""id"": 18, ""name"": ""Drama""}]",9800,Philadelphia,22/12/1993
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",1090,The Thirteenth Floor,16/04/1999
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",18475,The Cookout,3/09/2004
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",40160,Meteor,19/10/1979
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",18074,Duets,9/09/2000
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",9689,Hollywood Ending,3/05/2002
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",9781,Detroit Rock City,13/08/1999
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",8009,Highlander,7/03/1986
"[{""id"": 18, ""name"": ""Drama""}]",3877,Things We Lost in the Fire,26/09/2007
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",8854,Steel,15/08/1997
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",152599,The Immigrant,3/07/2013
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",18840,The White Countess,30/10/2005
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",68727,Trance,27/03/2013
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",12657,Soul Plane,28/05/2004
"[{""id"": 35, ""name"": ""Comedy""}]",8265,Bienvenue chez les ch'tis,9/01/2008
"[{""id"": 18, ""name"": ""Drama""}]",12410,Good,11/12/2008
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",34647,Enter the Void,5/05/2009
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 27, ""name"": ""Horror""}]",73935,Vamps,25/08/2012
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",28178,Hachi: A Dog's Tale,13/06/2009
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",185567,Zulu,4/12/2013
"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}]",264656,The Homesman,18/05/2014
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",35696,Juwanna Mann,21/06/2002
"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}]",16351,Ararat,20/05/2002
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",38717,Madison,23/01/2001
"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",18777,Slow Burn,12/09/2005
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2110,Wasabi,31/10/2001
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",9035,Slither,31/03/2006
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",90,Beverly Hills Cop,29/11/1984
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",771,Home Alone,9/11/1990
"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",12154,Three Men and a Baby,27/11/1987
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",9576,Tootsie,16/12/1982
"[{""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",744,Top Gun,16/05/1986
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]",146,卧虎藏龙,1/10/2000
"[{""id"": 18, ""name"": ""Drama""}]",14,American Beauty,15/09/1999
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",45269,The King's Speech,6/09/2010
"[{""id"": 35, ""name"": ""Comedy""}]",9493,Twins,9/12/1988
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",22556,The Yellow Handkerchief,17/12/2008
"[{""id"": 18, ""name"": ""Drama""}]",873,The Color Purple,18/12/1985
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",33196,해운대,6/06/2009
"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",205596,The Imitation Game,14/11/2014
"[{""id"": 35, ""name"": ""Comedy""}]",10765,Private Benjamin,6/10/1980
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",16769,Coal Miner's Daughter,7/03/1980
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",33217,Diary of a Wimpy Kid,19/03/2010
"[{""id"": 27, ""name"": ""Horror""}]",132232,Mama,17/01/2013
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}]",11153,National Lampoon's Vacation,28/07/1983
"[{""id"": 35, ""name"": ""Comedy""}]",208134,Jackass Presents: Bad Grandpa,22/10/2013
"[{""id"": 18, ""name"": ""Drama""}]",1165,The Queen,15/09/2006
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",4011,Beetlejuice,29/02/1988
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",17202,Why Did I Get Married?,12/10/2007
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9587,Little Women,21/12/1994
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",65086,The Woman in Black,1/02/2012
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",10053,When a Stranger Calls,3/02/2006
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",11870,Big Fat Liar,8/02/2002
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",11778,The Deer Hunter,8/12/1978
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",586,Wag the Dog,25/12/1997
"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",18736,The Lizzie McGuire Movie,25/04/2003
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",134411,Snitch,21/02/2013
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",287903,Krampus,26/11/2015
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",9276,The Faculty,25/12/1998
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",15765,What's Love Got to Do with It,9/06/1993
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2142,Cop Land,15/08/1997
"[{""id"": 35, ""name"": ""Comedy""}]",11397,Not Another Teen Movie,7/12/2001
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",77016,End of Watch,20/09/2012
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",11478,The Skulls,31/03/2000
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",266856,The Theory of Everything,26/11/2014
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",13411,Malibu's Most Wanted,10/04/2003
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10564,Where the Heart Is,27/04/2000
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",947,Lawrence of Arabia,10/12/1962
"[{""id"": 27, ""name"": ""Horror""}]",24150,Halloween II,28/08/2009
"[{""id"": 18, ""name"": ""Drama""}]",228970,Wild,5/12/2014
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}]",18405,The Last House on the Left,13/03/2009
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",6961,The Wedding Date,4/02/2005
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",11442,Halloween: Resurrection,1/07/2002
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2493,The Princess Bride,18/09/1987
"[{""id"": 18, ""name"": ""Drama""}]",14047,The Great Debaters,27/12/2007
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",64690,Drive,6/08/2011
"[{""id"": 35, ""name"": ""Comedy""}]",11132,Confessions of a Teenage Drama Queen,17/02/2004
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",17127,The Object of My Affection,17/04/1998
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",1562,28 Weeks Later,26/04/2007
"[{""id"": 18, ""name"": ""Drama""}]",232679,When the Game Stands Tall,22/08/2014
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",17880,Because of Winn-Dixie,18/02/2005
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",14736,Love & Basketball,21/04/2000
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",9434,Grosse Pointe Blank,11/04/1997
"[{""id"": 35, ""name"": ""Comedy""}]",23706,All About Steve,4/09/2009
"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",11531,Book of Shadows: Blair Witch 2,27/10/2000
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9100,The Craft,3/05/1996
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",116,Match Point,26/10/2005
